chat_type,event_type,language,tone,template_text
personalized,cascade_birthday,hinglish,fun,"Arre {{cascade_name}}, {{name}} ek saal aur bade! 🎈 Ab aur bhi entertaining honge!"
personalized,cascade_birthday,hinglish,fun,"{{cascade_name}}, {{name}} ke janamdin par mubarak! 🎁 Cake toh poora {{name}} khayega!"
personalized,cascade_birthday,hinglish,fun,Hi {{cascade_name}}! {{name}} ka janamdin! 🥳 Aaj ghar mein full on tamasha hoga — enjoy!
personalized,cascade_birthday,hinglish,fun,"{{cascade_name}} yaar, {{name}} ko Happy Birthday! 🎂 Ek saal aur cute ho gaye!"
personalized,cascade_birthday,hinglish,fun,"Arre {{cascade_name}}, {{name}} ke janamdin par mubarak! 🎊 Aaj bacche ki marzi hi law!"
personalized,cascade_birthday,hinglish,fun,"{{cascade_name}} bhai/didi, {{name}} ka janamdin! 🎉 Aaj pizza ki demand toh pakki hai!"
personalized,cascade_birthday,hinglish,formal,"{{cascade_name}} ji, {{name}} ke janamdin par haardik shubhkamnayen. Ishwar unhe sukhmay jeevan de."
personalized,cascade_birthday,hinglish,formal,"Aadarniya {{cascade_name}}, {{name}} ke is vishesh din par haardik badhai. Bhavishy roshan ho."
personalized,cascade_birthday,hinglish,formal,"{{cascade_name}} ji, {{name}} ke janamdin par dil se badhai. Ishwar unhe uttam swasthya de."
personalized,cascade_birthday,hinglish,formal,"Priy {{cascade_name}}, {{name}} ke janamdin par aapke poore parivaar ko haardik shubhkamnayen."
personalized,cascade_birthday,hinglish,formal,"{{cascade_name}} ji, {{name}} ke janamdin ke shubh avsar par haardik dua. Sadaa aage badhein."
personalized,cascade_birthday,hinglish,formal,"Aadarniya {{cascade_name}}, {{name}} ke janamdin par haardik badhai. Ye bachcha aapka garv ho."
personalized,cascade_birthday,hinglish,formal,"{{cascade_name}} ji, {{name}} ke janamdin par haardik shubhkamnayen. Inhe gyaan aur bal mile."
personalized,cascade_birthday,hinglish,formal,"Priy {{cascade_name}}, {{name}} ke janamdin par aneko shubhkamnayen. Khushiyan bhari rahein."
personalized,cascade_birthday,hinglish,formal,"{{cascade_name}} ji, {{name}} ke khaas avsar par haardik badhai. Sadaa swasth rahein."
personalized,cascade_birthday,hinglish,formal,"Aadarniya {{cascade_name}}, {{name}} ke janamdin par haardik shubhkamnayen. Parivaar sukhi rahe."
personalized,anniversary,en,warm,"Happy Anniversary {{name}}! 💍 Wishing you both a lifetime of love, laughter, and beautiful memories."
personalized,anniversary,en,warm,"Many congratulations on your anniversary, {{name}}! 🌹 May your bond grow stronger every year."
personalized,anniversary,en,warm,Happy Anniversary {{name}}! 💑 May your love story continue to inspire everyone around you.
personalized,anniversary,en,warm,"{{name}}, warmest anniversary wishes! 🌸 May this day remind you of all the beautiful moments shared."
personalized,anniversary,en,warm,Happy Anniversary {{name}}! 🥂 Here's to love that only deepens with time.
personalized,anniversary,en,warm,"Warmest anniversary wishes, {{name}}! 💝 May your home always be filled with love and togetherness."
personalized,anniversary,en,warm,Happy Anniversary {{name}}! 🎊 Celebrating your beautiful journey — may it continue forever.
personalized,anniversary,en,warm,"{{name}}, wishing you both a very Happy Anniversary! 💍 May your love be an anchor through every storm."
personalized,anniversary,en,warm,Happy Anniversary {{name}}! 🌺 May the years ahead bring even more joy than those already shared.
personalized,anniversary,en,warm,"Heartfelt anniversary wishes, {{name}}! 💕 May your love bloom with every passing season."
personalized,anniversary,en,casual,Happy Anniversary {{name}}! 💑 Hope you're celebrating in style — you both deserve it!
personalized,anniversary,en,casual,"Congrats on your anniversary, {{name}}! 🎉 Here's to another year of choosing each other!"
personalized,anniversary,en,casual,Happy Anniversary {{name}}! 🥂 Hope you two have a wonderful day celebrating your bond!
personalized,anniversary,en,casual,"{{name}}, Happy Anniversary! 💍 Hope there's a lovely dinner and some romance involved today!"
personalized,anniversary,en,casual,"Happy Anniversary {{name}}! 🌹 Another year, another reason to love each other even more!"
personalized,anniversary,en,casual,Congrats {{name}}! 💑 Happy Anniversary — hope the celebration is as amazing as your relationship!
personalized,anniversary,en,casual,"Happy Anniversary {{name}}! 🎊 Hope today's full of romance, laughter, and great food!"
personalized,anniversary,en,casual,"{{name}}, Happy Anniversary! 🥂 Hope the day is as special as you two are together!"
personalized,anniversary,en,casual,Happy Anniversary {{name}}! 💕 Another great year — keep the good times rolling!
personalized,anniversary,en,casual,Many happy returns {{name}}! 🌸 Happy Anniversary — hope today is perfectly yours!
personalized,anniversary,en,fun,Happy Anniversary {{name}}! 💍 Another year of successfully choosing each other — no small thing!
personalized,anniversary,en,fun,Congrats {{name}}! 🎉 Another year of finding each other's jokes funny. Or pretending to!
personalized,anniversary,en,fun,Happy Anniversary {{name}}! 💑 Proof that love and laughter can absolutely coexist!
personalized,anniversary,en,fun,"{{name}}, Happy Anniversary! 🥂 Here's to another year of sharing blankets and remote controls!"
personalized,anniversary,en,fun,Happy Anniversary {{name}}! 🌹 Another year of agreeing on what to watch after 45 minutes of scrolling!
personalized,anniversary,en,fun,Congrats {{name}}! 💕 Marriage: the only job where working 24/7 means the benefits keep getting better!
personalized,anniversary,en,fun,Happy Anniversary {{name}}! 🎊 You two are living proof that love is patient — and has great taste!
personalized,anniversary,en,fun,"{{name}}, Happy Anniversary! 💍 Another year wiser, another year more in love — that was the plan!"
personalized,anniversary,en,fun,Happy Anniversary {{name}}! 🥂 Here's to another year of adventures and perfectly timed misadventures!
personalized,anniversary,en,fun,"Congrats {{name}}! 💑 You looked at forever and said 'sounds fun, let's do it' — still going strong!"
personalized,anniversary,en,formal,"Dear {{name}}, warmest congratulations on your anniversary. May your bond continue to grow in love."
personalized,anniversary,en,formal,"On the occasion of your anniversary {{name}}, please accept my heartfelt congratulations."
personalized,anniversary,en,formal,"{{name}}, warmest anniversary greetings. May this occasion remind you of your beautiful commitment."
personalized,anniversary,en,formal,"Dear {{name}}, congratulations on your anniversary. May the years ahead bring peace, joy, and togetherness."
personalized,anniversary,en,formal,"On your anniversary {{name}}, I extend my sincerest congratulations. May your love remain a source of strength."
personalized,anniversary,en,formal,"Dear {{name}}, heartfelt anniversary wishes. May your marriage be a journey of continuous growth and happiness."
personalized,anniversary,en,formal,"{{name}}, warmest congratulations on your anniversary. May your partnership be a model of love and respect."
personalized,anniversary,en,formal,"On this special anniversary {{name}}, please accept my warmest wishes for continued happiness."
personalized,anniversary,en,formal,"Dear {{name}}, sincere congratulations on your wedding anniversary. May your bond strengthen each year."
personalized,anniversary,en,formal,"{{name}}, on your anniversary I wish you both a future filled with harmony, love, and shared joy."
personalized,anniversary,hi,warm,"{{name}}, saalgirah mubarak! 💍 Aap dono ka pyaar hamesha aisa hi roshan rahe!"
personalized,anniversary,hi,warm,"{{name}} ji, saalgirah ki haardik badhai! 🌹 Aap dono ka bandhan aur mazboot ho!"
personalized,anniversary,hi,warm,"{{name}}, shadi ki saalgirah mubarak! 💑 Ishwar aap dono ko hamesha khush rakhe!"
personalized,anniversary,hi,warm,"Priy {{name}}, saalgirah ki shubhkamnayen! 🌸 Ye rishta aur gehraata rahe!"
personalized,anniversary,hi,warm,"{{name}}, saalgirah mubarak! 🥂 Aap dono ka pyaar roshan sitare ki tarah chamakta rahe!"
personalized,anniversary,hi,warm,"{{name}} ji, saalgirah ki dher saari badhai! 💕 Aapke ghar mein sadaa khushiyan hon!"
personalized,anniversary,hi,warm,"{{name}}, saalgirah ki haardik shubhkamnayen! 🌺 Aapka pyaar kabhi kam na ho!"
personalized,anniversary,hi,warm,"Priy {{name}}, saalgirah mubarak ho! 💍 Is pyaare rishtey ko aur bhi khoobsoorat banaate rahein!"
personalized,anniversary,hi,warm,"{{name}} ji, saalgirah mubarak! 💑 Aap dono milke aur bhi khoobsoorat ho gaye hain!"
personalized,anniversary,hi,warm,"{{name}}, saalgirah ki bahut badhai! 💝 Aapka jeevan pyaar se paripoorn ho!"
personalized,anniversary,hi,casual,"{{name}} yaar, saalgirah mubarak! 💍 Aaj toh romantic dinner banta hai!"
personalized,anniversary,hi,casual,"Arre {{name}}, saalgirah mubarak! 🎉 Aap dono ki jodi number one hai!"
personalized,anniversary,hi,casual,"{{name}} bhai/didi, saalgirah mubarak! 💑 Aaj toh kuch khaas karo!"
personalized,anniversary,hi,casual,"{{name}}, saalgirah mubarak dost! 🥂 Kuch plan kiya hai aaj ke liye?"
personalized,anniversary,hi,casual,"Yaar {{name}}, saalgirah mubarak! 🌹 Aaj couple wali photo daalo!"
personalized,anniversary,hi,casual,"{{name}}, saalgirah ki badhai! 💕 Aap dono bahut cute ho saath mein!"
personalized,anniversary,hi,casual,"Arre {{name}}, saalgirah mubarak! 🌸 Enjoy karo aaj ka din!"
personalized,anniversary,hi,casual,"{{name}} bhai/didi, saalgirah mubarak! 💍 Aaj toh special date banti hai!"
personalized,anniversary,hi,casual,"{{name}}, saalgirah mubarak yaar! 🎊 Treat toh banti hai!"
personalized,anniversary,hi,casual,"Yaar {{name}}, saalgirah ki badhai! 💑 Aaj full on romantic mode mein raho!"
personalized,anniversary,hi,fun,"{{name}}, saalgirah mubarak! 💍 Ek aur saal ek doosre ko jhelte hue — real love!"
personalized,anniversary,hi,fun,"Arre {{name}}, saalgirah mubarak! 🎉 Remote control pe compromise — that's marriage!"
personalized,anniversary,hi,fun,"{{name}} bhai/didi, saalgirah mubarak! 💑 Ek aur saal survive — achievement unlocked!"
personalized,anniversary,hi,fun,"{{name}}, saalgirah mubarak dost! 🥂 Netflix choice pe ek ghante debate — pure love!"
personalized,anniversary,hi,fun,"Yaar {{name}}, saalgirah mubarak! 🌹 Ek doosre ke jokes pe hansna — dedication!"
personalized,anniversary,hi,fun,"{{name}}, saalgirah mubarak! 💕 Aap dono ne prove kar diya ki 'forever' possible hai!"
personalized,anniversary,hi,fun,"Arre {{name}}, saalgirah mubarak! 💍 Roz ek doosre ko choose karna — that's real love!"
personalized,anniversary,hi,fun,"{{name}} bhai/didi, saalgirah mubarak! 🎊 Aap dono ka combination lab mein nahi banta!"
personalized,anniversary,hi,fun,"{{name}}, saalgirah mubarak yaar! 💑 Ek aur saal saath — aur bhi interesting ho gaye!"
personalized,anniversary,hi,fun,"Yaar {{name}}, saalgirah mubarak! 🌸 Aap dono ki love story sabse mast hai!"
personalized,anniversary,hi,formal,"{{name}} ji, saalgirah ki haardik shubhkamnayen. Ishwar aap dono ko sadaa sukhi rakhe."
personalized,anniversary,hi,formal,"Aadarniya {{name}}, vivah saalgirah par haardik badhai. Aapka bandhan aur mazboot ho."
personalized,anniversary,hi,formal,"{{name}} ji, saalgirah ke shubh avsar par haardik shubhkamnayen. Jeevan aanandmay ho."
personalized,anniversary,hi,formal,"Priy {{name}}, saalgirah ki badhai. Aap dono ka rishta pyaar aur vishwas se bhari rahe."
personalized,anniversary,hi,formal,"{{name}} ji, vivah saalgirah par haardik dua. Aapke ghar mein sadaa khushiyan hon."
personalized,anniversary,hi,formal,"Aadarniya {{name}}, saalgirah par haardik shubhkamnayen. Aap dono saath aage badhein."
personalized,anniversary,hi,formal,"{{name}} ji, saalgirah ki haardik badhai. Ishwar aap dono ko har khushi aur sukh de."
personalized,anniversary,hi,formal,"Priy {{name}}, saalgirah ke mangalmay avsar par haardik badhai aur shubhkamnayen."
personalized,anniversary,hi,formal,"{{name}} ji, saalgirah par anekanekon shubhkamnayen. Aapka saath hamesha aisa bana rahe."
personalized,anniversary,hi,formal,"Aadarniya {{name}}, vivah saalgirah par haardik badhai. Aap dono ka pyaar aur gehra ho."
personalized,anniversary,hinglish,warm,"{{name}}, saalgirah mubarak! 💍 Dil se wish — aap dono ka pyaar aur roshan ho!"
personalized,anniversary,hinglish,warm,Happy Anniversary {{name}}! 🌹 Aap dono ka bandhan bahut khoobsoorat hai!
personalized,anniversary,hinglish,warm,"{{name}} ji, saalgirah ki haardik badhai! 💑 Ye safar aur bhi sunhera ho!"
personalized,anniversary,hinglish,warm,"{{name}}, Happy Anniversary! 🥂 Is khoobsoorat rishtey ko aur bhi khoobsoorat banaate rahein!"
personalized,anniversary,hinglish,warm,Happy Anniversary {{name}}! 💕 Aap dono ne milke ek bahut pyaara safar bana diya!
personalized,anniversary,hinglish,warm,"{{name}}, saalgirah mubarak! 🌸 Bhagwan kare aap dono ka pyaar hamesha bana rahe!"
personalized,anniversary,hinglish,warm,Happy Anniversary {{name}} ji! 💍 Aapka ye khaas din bahut yaadgaar ho!
personalized,anniversary,hinglish,warm,"{{name}}, saalgirah ki dher saari shubhkamnayen! 💑 Aap dono ka rishta bahut sunhera hai!"
personalized,anniversary,hinglish,warm,Happy Anniversary {{name}}! 🌺 Is pyaare safar mein aur bhi sunhare rang aayein!
personalized,anniversary,hinglish,warm,"{{name}} ji, saalgirah mubarak! 💕 Aap dono ki jodi dekh ke dil mein pyaar aata hai!"
personalized,anniversary,hinglish,casual,"Arre {{name}}, saalgirah mubarak! 💍 Aap dono ki jodi number one hai yaar!"
personalized,anniversary,hinglish,casual,"{{name}} bhai/didi, Happy Anniversary! 🎉 Aaj toh celebrate karo!"
personalized,anniversary,hinglish,casual,"Yaar {{name}}, saalgirah mubarak! 🥂 Romantic dinner plan hua?"
personalized,anniversary,hinglish,casual,"{{name}}, Happy Anniversary dost! 💑 Aap dono bahut cute ho saath mein!"
personalized,anniversary,hinglish,casual,"Arre {{name}}, saalgirah ki badhai! 🌹 Aaj toh kuch special karo!"
personalized,anniversary,hinglish,casual,"{{name}} bhai/didi, saalgirah mubarak! 💕 Aap dono ka pyaar dekh ke acha lagta hai!"
personalized,anniversary,hinglish,casual,"Yaar {{name}}, Happy Anniversary! 🎊 Love works — aap dono ne prove kar diya!"
personalized,anniversary,hinglish,casual,"{{name}}, saalgirah mubarak! 💍 Aaj toh date night banti hai!"
personalized,anniversary,hinglish,casual,"Arre {{name}}, Happy Anniversary! 🥂 Mast couple ho tum dono!"
personalized,anniversary,hinglish,casual,"{{name}} bhai/didi, saalgirah mubarak! 💑 Celebrate karo khub aaj!"
personalized,anniversary,hinglish,fun,"{{name}}, Happy Anniversary! 💍 Ek aur saal ek doosre ko tolerate — true love!"
personalized,anniversary,hinglish,fun,"Arre {{name}}, saalgirah mubarak! 🎉 Remote control pe compromise — that's marriage!"
personalized,anniversary,hinglish,fun,"{{name}} bhai/didi, Happy Anniversary! 💑 Aap dono ne prove kar diya — forever possible hai!"
personalized,anniversary,hinglish,fun,"Yaar {{name}}, saalgirah mubarak! 🥂 Ek aur saal — aur bhi interesting ho gaye dono!"
personalized,anniversary,hinglish,fun,"{{name}}, Happy Anniversary! 🌹 Roz ek doosre ko choose karna — that's real love!"
personalized,anniversary,hinglish,fun,"Arre {{name}}, saalgirah ki badhai! 💕 Netflix choice pe agreement — growth!"
personalized,anniversary,hinglish,fun,"{{name}} bhai/didi, saalgirah mubarak! 💍 Aap dono ki jodi — full entertainment package!"
personalized,anniversary,hinglish,fun,"Yaar {{name}}, Happy Anniversary! 🎊 Ek doosre ke jokes pe hansna — dedication!"
personalized,anniversary,hinglish,fun,"{{name}}, saalgirah mubarak! 💑 Ek aur saal saath — achievement unlocked!"
personalized,anniversary,hinglish,fun,"Arre {{name}}, Happy Anniversary! 🥂 Aap dono ki love story sabse mast hai — no debate!"
personalized,anniversary,hinglish,formal,"{{name}} ji, saalgirah par haardik shubhkamnayen. Ishwar aap dono ko sadaa sukhi rakhe."
personalized,anniversary,hinglish,formal,"Aadarniya {{name}}, vivah saalgirah par haardik badhai. Pyaar aur bandhan mazboot ho."
personalized,anniversary,hinglish,formal,"{{name}} ji, saalgirah ke khaas avsar par haardik dua. Jeevan aanandmay ho."
personalized,anniversary,hinglish,formal,"Priy {{name}}, Happy Anniversary. Aap dono ka safar hamesha khushiyon se bhara rahe."
personalized,anniversary,hinglish,formal,"{{name}} ji, saalgirah par anekanekon shubhkamnayen. Ishwar aap dono ko har sukh de."
personalized,anniversary,hinglish,formal,"Aadarniya {{name}}, saalgirah par haardik badhai. Aap dono ka bandhan aur gehraata rahe."
personalized,anniversary,hinglish,formal,"{{name}} ji, vivah saalgirah par haardik shubhkamnayen. Ghar mein sadaa khushiyan hon."
personalized,anniversary,hinglish,formal,"Priy {{name}}, saalgirah ke mangalmay din par haardik badhai aur dua."
personalized,anniversary,hinglish,formal,"{{name}} ji, saalgirah par dil se badhai. Aap dono ka rishta hamesha roshan rahe."
personalized,anniversary,hinglish,formal,"Aadarniya {{name}}, saalgirah ki haardik shubhkamnayen. Jeevan mein sukh aur shanti rahe."
broadcast,lohri,en,formal,"Warm Lohri greetings to all! 🔥 May the festival of harvest bring joy, prosperity, and warmth to every home."
broadcast,lohri,en,formal,Happy Lohri! 🔥 May the sacred bonfire illuminate your lives and fill the season with happiness and abundance.
broadcast,lohri,en,formal,Wishing everyone a very Happy Lohri! 🔥 May this auspicious occasion bring blessings and good fortune.
broadcast,lohri,en,formal,Lohri greetings to all! 🔥 May the warmth of the festival fill your hearts with joy and your homes with prosperity.
broadcast,lohri,en,formal,Happy Lohri to everyone! 🔥 May this harvest festival usher in a season of happiness and togetherness.
broadcast,lohri,en,formal,"Warmest Lohri wishes! 🔥 May the bonfire's glow bring light, warmth, and prosperity to all."
broadcast,lohri,en,formal,Wishing a joyful Lohri to all! 🔥 May this festive occasion be marked by celebration and goodwill.
broadcast,lohri,en,formal,Happy Lohri! 🔥 May the festival's spirit of joy and community bring happiness to every heart.
broadcast,lohri,en,formal,Season's Lohri greetings! 🔥 May prosperity and happiness be yours in abundance this season.
broadcast,lohri,en,formal,"Happy Lohri to all! 🔥 May this wonderful festival bring warmth, togetherness, and great cheer."
broadcast,lohri,hi,formal,सभी को लोहड़ी की हार्दिक शुभकामनाएं! 🔥 यह पर्व आपके जीवन में खुशियां और समृद्धि लाए।
broadcast,lohri,hi,formal,लोहड़ी मुबारक हो! 🔥 इस पावन अवसर पर ईश्वर आप सभी पर अपनी कृपा बनाए रखें।
broadcast,lohri,hi,formal,सभी को लोहड़ी की बधाई! 🔥 यह त्योहार आपके घर में उजाला और खुशियां लाए।
broadcast,lohri,hi,formal,लोहड़ी की हार्दिक शुभकामनाएं! 🔥 यह पर्व सभी के जीवन में सुख और समृद्धि लाए।
broadcast,lohri,hi,formal,सभी को लोहड़ी मुबारक हो! 🔥 ईश्वर से प्रार्थना है कि आप सभी खुश और स्वस्थ रहें।
broadcast,lohri,hi,formal,लोहड़ी की ढेरों शुभकामनाएं! 🔥 यह त्योहार सभी के जीवन में नई ऊर्जा और उमंग भरे।
broadcast,lohri,hi,formal,सभी को लोहड़ी की बधाई हो! 🔥 इस पावन पर्व पर आप सभी को हार्दिक शुभकामनाएं।
broadcast,lohri,hi,formal,लोहड़ी मुबारक! 🔥 यह उत्सव आपके परिवार में सदा खुशियां बनाए रखे।
broadcast,lohri,hi,formal,सभी को हार्दिक लोहड़ी की बधाई! 🔥 यह पर्व आपके जीवन को और भी खुशहाल बनाए।
broadcast,lohri,hi,formal,लोहड़ी की शुभकामनाएं! 🔥 इस त्योहार की आग की तरह आपका जीवन भी रोशन हो।
broadcast,lohri,hinglish,formal,Sabko Happy Lohri! 🔥 Is tyohar ki roshni aap sabke ghar mein khushiyan aur samriddhi laaye.
broadcast,lohri,hinglish,formal,Lohri mubarak ho sabko! 🔥 Is pavan avsar par Ishwar aap sab par apni kripa banaye rakhe.
broadcast,lohri,hinglish,formal,Sabko Lohri ki haardik shubhkamnayen! 🔥 Ye parv aapke jeevan mein sukh aur khushiyan laaye.
broadcast,lohri,hinglish,formal,Happy Lohri to all! 🔥 Is khaas din par aap sab khushi aur utsah se bhare rahein.
broadcast,lohri,hinglish,formal,Lohri ki dher saari badhai! 🔥 Is tyohar ki aag ki tarah aapki zindagi bhi roshan ho.
broadcast,lohri,hinglish,formal,Sabko Lohri mubarak! 🔥 Ye parv aapke ghar mein naya josh aur khushiyan laaye.
broadcast,lohri,hinglish,formal,Happy Lohri sabko! 🔥 Is utsav par aap sab ko haardik shubhkamnayen.
broadcast,lohri,hinglish,formal,Lohri ki shubhkamnayen! 🔥 Is pavan parv par sabke dil mein khushi aur pyaar bana rahe.
broadcast,lohri,hinglish,formal,Sabko Lohri ki bahut badhai! 🔥 Ye tyohar aapke jeevan mein samriddhi laaye.
broadcast,lohri,hinglish,formal,Happy Lohri! 🔥 Is tyohar ki roshni mein aap sab aur bhi khush rahein.
broadcast,republic day,en,formal,Happy Republic Day to all! 🇮🇳 Let us honour the spirit of our great Constitution and celebrate our democratic values.
broadcast,republic day,en,formal,Warm Republic Day greetings! 🇮🇳 Jai Hind — may our nation continue to prosper and inspire the world.
broadcast,republic day,en,formal,Wishing everyone a Happy Republic Day! 🇮🇳 Let us take pride in our nation and its remarkable journey.
broadcast,republic day,en,formal,"Happy Republic Day! 🇮🇳 May the values of justice, liberty, and equality continue to guide our great nation."
broadcast,republic day,en,formal,Republic Day greetings to all! 🇮🇳 Let us celebrate the spirit of unity and the strength of our Constitution.
broadcast,republic day,en,formal,"Happy Republic Day! 🇮🇳 Jai Bharat — may our nation flourish in peace, progress, and prosperity."
broadcast,republic day,en,formal,Warm greetings on Republic Day! 🇮🇳 May we always cherish and uphold the democratic values of our nation.
broadcast,republic day,en,formal,Happy Republic Day to everyone! 🇮🇳 Let us salute the vision of our founding fathers and the spirit of India.
broadcast,republic day,en,formal,"Republic Day wishes to all! 🇮🇳 May our nation continue its journey of growth, unity, and progress."
broadcast,republic day,en,formal,Happy Republic Day! 🇮🇳 Vande Mataram — may the tricolour always fly high with pride and honour.
broadcast,republic day,hi,formal,सभी को गणतंत्र दिवस की हार्दिक शुभकामनाएं! 🇮🇳 जय हिंद! भारत माता की जय!
broadcast,republic day,hi,formal,गणतंत्र दिवस मुबारक! 🇮🇳 हमारा संविधान हमारी शान है। वंदे मातरम!
broadcast,republic day,hi,formal,सभी को गणतंत्र दिवस की बधाई! 🇮🇳 भारत का यह महापर्व हमें गर्व से भर देता है।
broadcast,republic day,hi,formal,गणतंत्र दिवस की हार्दिक बधाई! 🇮🇳 जय भारत! हमारा लोकतंत्र विश्व में अनूठा है।
broadcast,republic day,hi,formal,सभी को गणतंत्र दिवस मुबारक! 🇮🇳 इस राष्ट्रीय पर्व पर देश के वीरों को नमन।
broadcast,republic day,hi,formal,गणतंत्र दिवस की शुभकामनाएं! 🇮🇳 भारत की एकता और अखंडता अमर रहे।
broadcast,republic day,hi,formal,सभी को गणतंत्र दिवस की बधाई हो! 🇮🇳 वंदे मातरम! जय हिंद जय भारत!
broadcast,republic day,hi,formal,गणतंत्र दिवस मुबारक हो! 🇮🇳 हमारे संविधान ने हमें एकता का सूत्र दिया है।
broadcast,republic day,hi,formal,सभी को हार्दिक गणतंत्र दिवस की बधाई! 🇮🇳 भारत गणराज्य की शान सदा बनी रहे।
broadcast,republic day,hi,formal,गणतंत्र दिवस की ढेरों शुभकामनाएं! 🇮🇳 जय हिंद! भारत माता की जय!
broadcast,republic day,hinglish,formal,Sabko Happy Republic Day! 🇮🇳 Jai Hind! Humara desh aur aage badhta rahe.
broadcast,republic day,hinglish,formal,Republic Day mubarak ho sabko! 🇮🇳 Is mahaan desh ka hissa hone par garv hai.
broadcast,republic day,hinglish,formal,Sabko Republic Day ki haardik shubhkamnayen! 🇮🇳 Bharat Mata ki Jai!
broadcast,republic day,hinglish,formal,Happy Republic Day! 🇮🇳 Jai Bharat! Humara samvidhan humari shaan hai.
broadcast,republic day,hinglish,formal,Sabko Republic Day ki badhai! 🇮🇳 Vande Mataram! Desh ki unnati ho.
broadcast,republic day,hinglish,formal,Republic Day ki shubhkamnayen! 🇮🇳 Jai Hind! Is mahaan parv par desh ko salaam.
broadcast,republic day,hinglish,formal,Happy Republic Day sabko! 🇮🇳 Humari azaadi aur loktantra amar rahe.
broadcast,republic day,hinglish,formal,Sabko Republic Day mubarak! 🇮🇳 Jai Bharat! Tiranga hamesha uncha rahe.
broadcast,republic day,hinglish,formal,Republic Day ki bahut badhai! 🇮🇳 Is rashtriya parv par Bharat Mata ko naman.
broadcast,republic day,hinglish,formal,Happy Republic Day! 🇮🇳 Jai Hind Jai Bharat! Desh ki shaan bani rahe.
broadcast,christmas,en,formal,Merry Christmas to all! 🎄 May the joy and peace of the season fill your hearts and homes.
broadcast,christmas,en,formal,Season's Greetings to everyone! 🎄 Wishing you a blessed and joyful Christmas celebration.
broadcast,christmas,en,formal,"Wishing all a very Merry Christmas! 🎄 May this festive season bring happiness, love, and togetherness."
broadcast,christmas,en,formal,"Merry Christmas! 🎄 May the spirit of this wonderful season bring peace, joy, and goodwill to all."
broadcast,christmas,en,formal,Warmest Christmas greetings to all! 🎄 May your celebrations be filled with love and wonderful memories.
broadcast,christmas,en,formal,"Merry Christmas everyone! 🎄 May this season bring you the gift of health, happiness, and peace."
broadcast,christmas,en,formal,Season's Greetings! 🎄 Wishing everyone a joyful Christmas and a prosperous New Year ahead.
broadcast,christmas,en,formal,Happy Christmas to all! 🎄 May the warmth and cheer of this season be with you always.
broadcast,christmas,en,formal,Merry Christmas! 🎄 May the blessings of this beautiful season be upon everyone.
broadcast,christmas,en,formal,Warmest Christmas wishes to all! 🎄 May this festive occasion bring much joy and celebration.
broadcast,christmas,hi,formal,सभी को क्रिसमस की हार्दिक शुभकामनाएं! 🎄 यह पर्व सभी के जीवन में खुशियां लाए।
broadcast,christmas,hi,formal,मेरी क्रिसमस! 🎄 इस पावन अवसर पर ईश्वर आप सभी पर अपनी कृपा बनाए रखें।
broadcast,christmas,hi,formal,सभी को क्रिसमस की बधाई! 🎄 यह त्योहार सभी के घर में उजाला और खुशियां लाए।
broadcast,christmas,hi,formal,क्रिसमस की हार्दिक शुभकामनाएं! 🎄 यह पर्व सभी के लिए सुख और शांति लाए।
broadcast,christmas,hi,formal,सभी को क्रिसमस मुबारक! 🎄 इस खुशी के मौसम में ईश्वर सबको खुशियां दे।
broadcast,christmas,hi,formal,क्रिसमस की ढेरों शुभकामनाएं! 🎄 यह त्योहार सभी के जीवन में नई खुशियां लाए।
broadcast,christmas,hi,formal,सभी को क्रिसमस की बधाई हो! 🎄 इस पावन पर्व पर आप सभी को हार्दिक शुभकामनाएं।
broadcast,christmas,hi,formal,क्रिसमस मुबारक! 🎄 यह उत्सव सभी के परिवार में प्रेम और खुशियां बनाए रखे।
broadcast,christmas,hi,formal,सभी को हार्दिक क्रिसमस बधाई! 🎄 यह पर्व आपके जीवन को और भी खुशहाल बनाए।
broadcast,christmas,hi,formal,क्रिसमस की शुभकामनाएं! 🎄 इस त्योहार की रोशनी से सभी का जीवन रोशन हो।
broadcast,christmas,hinglish,formal,Sabko Merry Christmas! 🎄 Is tyohar ki khushiyan aap sabke ghar mein khushiyan laayein.
broadcast,christmas,hinglish,formal,Christmas mubarak ho sabko! 🎄 Is pavan avsar par Ishwar aap sab par apni kripa banaye rakhe.
broadcast,christmas,hinglish,formal,Sabko Christmas ki haardik shubhkamnayen! 🎄 Ye parv aapke jeevan mein sukh aur aanand laaye.
broadcast,christmas,hinglish,formal,Happy Christmas to all! 🎄 Is khaas din par aap sab khushi aur utsah se bhare rahein.
broadcast,christmas,hinglish,formal,Christmas ki dher saari badhai! 🎄 Is tyohar ki roshni mein aapka jeevan bhi roshan ho.
broadcast,christmas,hinglish,formal,Sabko Christmas mubarak! 🎄 Ye parv aapke ghar mein pyaar aur khushiyan laaye.
broadcast,christmas,hinglish,formal,Merry Christmas sabko! 🎄 Is utsav par aap sab ko haardik shubhkamnayen.
broadcast,christmas,hinglish,formal,Christmas ki shubhkamnayen! 🎄 Is pavan parv par sabke dil mein khushi aur shanti bani rahe.
broadcast,christmas,hinglish,formal,Sabko Christmas ki bahut badhai! 🎄 Ye tyohar aapke jeevan mein samriddhi laaye.
broadcast,christmas,hinglish,formal,Happy Christmas! 🎄 Is tyohar ke mausam mein aap sab aur bhi khush rahein.
